dataID,programmaticName,MaxValue,MinValue,Units,Enumeration
5082,st_ext_flowLossEnable,,,,"disabled,enabled"
5083,st_ext_flowLossType,,,,"Message,Warning,Alarm"
5090,st_ext_overTempEnable,,,,"disabled,enabled"
5091,st_ext_overTempType,,,,"Message,Warning,Alarm"
5084,st_ext_reheatLockoutEnable,,,,"disabled,enabled"
5085,st_ext_reheatLockoutType,,,,"Message,Warning,Alarm"
5141,st_sys_highPwrShutdownEnable,,,,"disabled,enabled"
5142,st_sys_highPwrShutdownType,,,,"Message,Warning,Alarm"
5131,st_hmd_issueEnable,,,,"disabled,enabled"
5132,st_hmd_issueType,,,,"Message,Warning,Alarm"
5133,st_sys_masterCommLostEnable,,,,"disabled,enabled"
5134,st_sys_masterCommLostType,,,,"Message,Warning,Alarm"
4727,st_sys_serviceReqEnable,,,,"disabled,enabled"
4728,st_sys_serviceReqType,,,,"Message,Warning,Alarm"
4715,st_sys_shutdownPwrLossEnable,,,,"disabled,enabled"
4716,st_sys_shutdownPwrLossType,,,,"Message,Warning,Alarm"
4721,st_sys_smokeDetectedEnable,,,,"disabled,enabled"
4722,st_sys_smokeDetectedType,,,,"Message,Warning,Alarm"
4724,st_sys_waterUnderFloorEnable,,,,"disabled,enabled"
4725,st_sys_waterUnderFloorType,,,,"Message,Warning,Alarm"
5088,st_ext_compLockoutEnable,,,,"disabled,enabled"
5089,st_ext_compLockoutType,,,,"Message,Warning,Alarm"
5135,st_sys_cloggedAirFilterEnable,,,,"disabled,enabled"
5136,st_sys_cloggedAirFilterType,,,,"Message,Warning,Alarm"
5393,st_ext_airBlowerLossEnable,,,,"disabled,enabled"
5394,st_ext_airBlowerLossType,,,,"Message,Warning,Alarm"
4717,st_sys_eventAckReset,,,,"Reset,Acknowledge"
16,val_ext_tmp_outdoor,32767,-32768,kWH,
26,val_sys_pct_airflow,65535,0,WH,
27,val_sys_pct_pTempDev,65535,0,WH,
28,val_sys_pct_pHmdDev,65535,0,WH,
29,val_sys_pct_piTempDev,65535,0,WH,
30,val_sys_pct_piHmdDev,65535,0,WH,
34,val_sys_pct_scrReq,100,0,WH,
35,st_sys_motorStatus,,,,"off,on"
37,st_dhmd_output,,,,"off,on"
38,st_hmd_fillStatus,,,,"off,on"
39,st_hmd_status,,,,"off,on"
40,st_hmd_drain,,,,"off,on"
41,val_hmd_ec_current,65535,0,VAC,
42,st_sys_alarmRelay,,,,"off,on"
43,st_sys_k11Relay,,,,"off,on"
44,st_sys_3PHalfActOpen,,,,"off,on"
45,st_sys_3PHalfActClose,,,,"off,on"
46,st_sys_statusRemoteShutdown,,,,"off,on"
47,st_sys_statusAirflowLoss,,,,"0,1"
48,st_sys_statusMotorOverload,,,,"0,1"
49,st_sys_statusFilter,,,,"0,1"
51,st_heat_statusSafety,,,,"0,1"
55,st_hmd_statusFail,,,,"0,1"
56,st_sys_statusDT1,,,,"0,1"
57,st_sys_statusDT2,,,,"0,1"
58,st_sys_statusDT3,,,,"0,1"
59,st_sys_statusMinCW,,,,"0,1"
60,val_sys_pct_lwd,65535,0,WH,
61,st_sys_statusLSI,,,,"off,on"
